"account_id","amount_6","pur_6","bank_6","entmnt_6","jewellery_6","medical_6","others_6","petrol_6","restaurant_6","supermarket_6","telecom_6","travel_6","utility_6","avg_pur_amt_6","max_pur_amt_6","min_pur_amt_6","avg_interval_pur_6","max_interval_pur_6","min_interval_pur_6","credit_limit","marital_status","sex","education","income","bad_flag","age"
"a_1055520426150860",85.59,1,0,0,0,0,0,0,0,1,0,0,0,85.59,85.59,85.59,0,0,0,7.03950744966883,"married","male","master",-9.43595563061535,"no",66
"a_1055520426812620",94.478251,1,1,0,0,0,0,0,0,0,0,0,0,94.478251,94.478251,94.478251,0,0,0,3.93860883905739,"single","male","undergraduate",17.7753117494285,"no",35
"a_1055520427013550",94.98,1,1,0,0,0,0,0,0,0,0,0,0,94.98,94.98,94.98,0,0,0,1.13940940263961,"married","male","undergraduate",14.8475457169116,"no",41
"a_1055520427179270",1266.02,1,0,0,0,0,0,0,0,0,0,0,1,1266.02,1266.02,1266.02,0,0,0,1.65157568468247,"single","male","polytechnics",11.3656382635236,"no",33
"a_1055520427448830",438.34,1,1,0,0,0,0,0,0,0,0,0,0,438.34,438.34,438.34,0,0,0,-4.32925553050078,"married","female","undergraduate",-13.1614872906357,"no",43
"a_1055520427992050",148.39,1,0,0,0,0,0,0,0,0,0,0,1,148.39,148.39,148.39,0,0,0,-5.0988279504003,"single","male","undergraduate",5.42749341577291,"no",32
"a_1055520428349850",1029.361108,1,1,0,0,0,0,0,0,0,0,0,0,1029.361108,1029.361108,1029.361108,0,0,0,10.4307663247688,"single","male","polytechnics",11.768967686221,"no",30
"a_1055520428597630",754.727566,1,0,0,0,0,0,0,0,0,0,0,0,754.727566,754.727566,754.727566,0,0,0,0.420182694763876,"single","female","undergraduate",-9.80600838549435,"no",35
"a_1055520428955430",1468.33,1,1,0,0,0,0,0,0,0,0,0,0,1468.33,1468.33,1468.33,0,0,0,-2.62911541960295,"single","male","master",-15.3874161560088,"no",45
"a_1055520429453880",159.84,1,0,0,0,0,0,0,0,0,1,0,0,159.84,159.84,159.84,0,0,0,1.36842015153822,"single","male","master",3.00534558482468,"no",30
"a_1055520429586760",148.39,1,0,0,0,0,0,0,0,0,0,0,0,148.39,148.39,148.39,0,0,0,-1.02192982127611,"married","female","polytechnics",14.1274941898882,"no",53
"a_1055520431255200",26.942522,1,0,0,0,0,0,0,0,0,0,0,0,26.942522,26.942522,26.942522,0,0,0,10.6591619607992,"single","male","master",14920.4431389254,"no",29
"a_1055520431264890",149.79,1,0,0,0,0,0,0,0,0,0,0,0,149.79,149.79,149.79,0,0,0,-2.60132329838909,"married","male","undergraduate",6.51170738972723,"no",33
"a_1055520431308370",189.52283,1,1,0,0,0,0,0,0,0,0,0,0,189.52283,189.52283,189.52283,0,0,0,17.8402196239131,"single","male","middle_school",-12.4401220772415,"no",31
"a_1055520432290260",4.99,1,0,0,0,0,0,1,0,0,0,0,0,4.99,4.99,4.99,0,0,0,2.49005295656901,"single","male","undergraduate",3.78125593066216,"no",30
"a_1055520435648050",219.99,1,0,0,0,0,0,0,0,0,0,0,0,219.99,219.99,219.99,0,0,0,9.54045164978225,"married","male","master",17.8408075682819,"no",33
"a_1055520435807740",528.94,1,1,0,0,0,0,0,0,0,0,0,0,528.94,528.94,528.94,0,0,0,-3.87905110370833,"single","male","master",18.8537309784442,"no",35
"a_1055520435960820",4.99,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,4.46135143869556,"single","male","undergraduate",0.466675562784076,"no",28
"a_1055520436128800",151.54,1,1,0,0,0,0,0,0,0,0,0,0,151.54,151.54,151.54,0,0,0,-9.88045582956169,"married","male","master",-8.19788518361747,"no",38
"a_1055520436524040",28.204433,1,0,0,0,0,0,0,0,0,0,0,0,28.204433,28.204433,28.204433,0,0,0,1.16128869479615,"married","male","master",-3.1710806582123,"no",36
"a_1055520438320040",86.89,1,1,0,0,0,0,0,0,0,0,0,0,86.89,86.89,86.89,0,0,0,-7.34846064010914,"married","male","undergraduate",-13.3522939030081,"no",48
"a_1055520438921310",4.99,1,0,0,0,0,0,0,0,0,0,1,0,4.99,4.99,4.99,0,0,0,6.95953127960023,"married","male","undergraduate",10.8582388516515,"no",33
"a_1055520439924740",4.99,1,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,4.99,0,0,0,1.69088887032401,"single","male","polytechnics",-9.89204683341086,"no",33
"a_1055520440082450",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38856013357919,"married","female","undergraduate",-15.8069069962949,"no",37
"a_1055520441046970",20.907,1,0,0,0,0,0,0,0,0,0,0,0,20.907,20.907,20.907,0,0,0,11.0218574763536,"married","male","undergraduate",16.0343837272376,"no",38
"a_1055520441201200",280.207942,1,0,0,0,0,0,1,0,0,0,0,0,280.207942,280.207942,280.207942,0,0,0,-13.2204622671157,"single","female","undergraduate",13.2425935100764,"yes",34
"a_1055520441205400",4.99,1,0,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,2.97976109809522,"married","male","polytechnics",12.3168454505503,"no",35
"a_1055520442014050",199.75424,1,1,0,0,0,0,0,0,0,0,0,0,199.75424,199.75424,199.75424,0,0,0,-11.5405752041927,"married","male","undergraduate",2.40452490746975,"no",43
"a_1055520442263300",130.19,1,1,0,0,0,0,0,0,0,0,0,0,130.19,130.19,130.19,0,0,0,10.8986931623099,"married","female","undergraduate",5.85655082948506,"no",46
"a_1055520444618950",5.35,1,0,0,0,0,0,0,1,0,0,0,0,5.35,5.35,5.35,0,0,0,2.24158095346764,"single","male","master",13.1272369157523,"no",31
"a_1055520452139680",1431.568351,1,1,0,0,0,0,0,0,0,0,0,0,1431.568351,1431.568351,1431.568351,0,0,0,3.3081326123327,"married","male","high_school",-5.83484863862395,"no",49
"a_1055520458631970",547.49,1,0,0,0,0,1,0,0,0,0,0,0,547.49,547.49,547.49,0,0,0,-0.298601934389212,"married","male","high_school",13.4861749503762,"no",45
"a_1055520462444960",541.24,1,0,0,0,0,0,0,0,0,1,0,0,541.24,541.24,541.24,0,0,0,13.0789177936437,"married","male","undergraduate",6.75123697146773,"no",46
"a_1055520462647920",79.99,1,0,0,0,0,0,1,0,0,0,0,0,79.99,79.99,79.99,0,0,0,7.27007384132873,"single","male","undergraduate",7.93828424066305,"yes",29
"a_1055520469722200",362.5582,1,1,0,0,0,0,0,0,0,0,0,0,362.5582,362.5582,362.5582,0,0,0,5.91919753477816,"married","male","undergraduate",-15.5788392294198,"no",34
"a_1055520475014980",4.99,1,1,0,0,0,0,0,0,0,0,0,0,4.99,4.99,4.99,0,0,0,4.51936373274587,"single","male","master",3.52713530883193,"no",33
"a_1055520475036870",324.74,1,0,0,0,0,0,0,0,0,0,0,0,324.74,324.74,324.74,0,0,0,4.5616753816288,"married","male","high_school",-15.0228476338089,"no",41
"a_1055520475072000",238.14,1,0,0,0,0,0,0,0,0,0,0,1,238.14,238.14,238.14,0,0,0,1.20184900363907,"married","male","undergraduate",-9.56682032905519,"no",37
"a_1055520476647580",579.527044,1,1,0,0,0,0,0,0,0,0,0,0,579.527044,579.527044,579.527044,0,0,0,3.18874904095102,"single","male","master",6.140405703336,"no",35
"a_1055520476952790",677.191251,1,0,0,0,0,0,0,1,0,0,0,0,677.191251,677.191251,677.191251,0,0,0,3.33935340418946,"single","male","undergraduate",-2.97179684042931,"no",30
"a_1055520476977650",181.953,1,1,0,0,0,0,0,0,0,0,0,0,181.953,181.953,181.953,0,0,0,2.11184776372462,"married","female","undergraduate",15.3371603693813,"no",36
"a_1055520477103660",534.99,1,0,0,0,0,0,0,0,0,0,0,0,534.99,534.99,534.99,0,0,0,7.94938664691988,"single","male","undergraduate",13.8846023194492,"no",31
"a_1055520477525490",125.99,1,0,0,0,0,0,0,0,0,0,0,0,125.99,125.99,125.99,0,0,0,4.40874896441028,"married","male","undergraduate",-16.2012800108641,"no",37
"a_1055520478006670",4.99,1,0,0,0,0,0,0,0,0,1,0,0,4.99,4.99,4.99,0,0,0,0.0305754294181241,"married","female","master",71700.9893175624,"no",39
"a_1055520478035550",69.04,2,0.5,0,0,0,0,0,0,0,0,0,0.5,34.52,63.74,5.3,92,92,92,4.93039933054056,"married","male","undergraduate",1.19482759386301,"yes",48
"a_1055520478066310",275.528755,1,0,0,0,0,0,0,0,0,1,0,0,275.528755,275.528755,275.528755,0,0,0,-1.35846456986107,"married","male","master",9.15580483153462,"no",34
"a_1055520478602920",21.8,1,0,0,0,0,0,0,0,0,0,0,0,21.8,21.8,21.8,0,0,0,6.28075809541531,"single","male","master",41914.5584275853,"no",33
"a_1055520481151460",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17969749231543,"single","male","master",14.9680787883699,"no",33
"a_1055520481720050",128.39,1,0,0,0,0,0,0,0,0,1,0,0,128.39,128.39,128.39,0,0,0,1.04827719030809,"married","male","undergraduate",9.66439452022314,"no",45
"a_1055520482114470",94.0815,1,0,0,0,0,0,0,0,0,0,0,1,94.0815,94.0815,94.0815,0,0,0,4.22080121533014,"married","male","master",-4.24636017531157,"no",54
"a_1055520483397650",1543.15,1,0,0,0,0,0,0,1,0,0,0,0,1543.15,1543.15,1543.15,0,0,0,8.33817327671591,"single","male","undergraduate",16.5518408734351,"no",29
"a_1055520483419030",5.39,1,1,0,0,0,0,0,0,0,0,0,0,5.39,5.39,5.39,0,0,0,1.68063289625291,"single","male","undergraduate",-3.10434176586568,"no",28
"a_1055520483554350",21.15,1,1,0,0,0,0,0,0,0,0,0,0,21.15,21.15,21.15,0,0,0,9.03870146557689,"single","male","undergraduate",11.3697177264839,"no",33
"a_1055520483643670",94.97,1,1,0,0,0,0,0,0,0,0,0,0,94.97,94.97,94.97,0,0,0,0.711159415195696,"married","male","undergraduate",14.2591548524797,"no",36
"a_1055520483817460",547.9,2,0.5,0,0,0,0,0,0,0,0,0,0,273.95,542.49,5.41,18,18,18,5.45013642637059,"single","male","polytechnics",-5.4522442445159,"no",35
"a_1055520484687660",21.18,1,1,0,0,0,0,0,0,0,0,0,0,21.18,21.18,21.18,0,0,0,2.71839683274273,"single","male","undergraduate",-13.3996315207332,"no",35
